oem,oem_norm,fbt
058.751-EL2,058751EL2,FBT41184
058.752-EL1,058752EL1,FBT41312
058.752R-E1,058752RE1,FBT41312
058.834-TR1,058834TR1,FBT40809
058.834-TR2,058834TR2,FBT40809
058.834-TR3,058834TR3,FBT41091
058.834-TR4,058834TR4,FBT41022
058.834-TR5,058834TR5,FBT40809
058.934-EL1,058934EL1,FBT40808
058.934-TR1,058934TR1,FBT40808
058.934-TR3,058934TR3,FBT41263
058.934-TR4,058934TR4,FBT41023
058.935-TR1,058935TR1,FBT41110
058.935-TR2,058935TR2,FBT41111
059 842 5,0598425,FBT40112
059 865 6,0598656,FBT40398
061 740 7,0617407,FBT40489
061 786 0,0617860,FBT40870
061 981 7,0619817,FBT40322
067 046 3,0670463,FBT40523
06D3083001,06D3083001,FBT13497
06D3083002,06D3083002,FBT13497
06D3084001,06D3084001,FBT13758
06D3087001,06D3087001,FBT13758
06D3088001,06D3088001,FBT13538
06D3093001,06D3093001,FBT13837
073-5015-0001-00,0735015000100,FBT41297
073-5038-0001-00,0735038000100,FBT41051
073-5105-0001-00,0735105000100,FBT40872
073-5105-0001.00,0735105000100,FBT41051
074 843 4,0748434,FBT40405
08000000327,08000000327,FBT40798
0886779-001,0886779001,FBT40148
0905-030003-00,090503000300,FBT40154
094-01006/0.5,0940100605,FBT40961
094-01006/2.1,0940100621,FBT40961
094-01020/0.7,0940102007,FBT13472
094-01020/2.3,0940102023,FBT13472
094-01021/0.6,0940102106,FBT13472
094-01022/0.5,0940102205,FBT40367
094-01023/0.4,0940102304,FBT40367
094-01024/0.3,0940102403,FBT13472
094-01026/0.1,0940102601,FBT40368
094-01027/0.0,0940102700,FBT40363
094-01027/0.2,0940102702,FBT40363
094-01030/0.5,0940103005,FBT40367
094-01036/0.1,0940103601,FBT40366
094-01036/0.9,0940103609,FBT40366
094-01036/2.5,0940103625,FBT40366
094-01037/0.8,0940103708,FBT40115
094-01037/1.6,0940103716,FBT40115
094-01038/0.7,0940103807,FBT40115
094-01038/2.3,0940103823,FBT40115
094-01040/0.3,0940104003,FBT40115
094-01042/0.1,0940104201,FBT40115
094-01046/0.7,0940104607,FBT40364
094-01046/1.5,0940104615,FBT40364
094-01046/2.3,0940104623,FBT40364
094-01049/0.4,0940104904,FBT40364
094-01052/0.8,0940105208,FBT40363
094-01054/0.6,0940105406,FBT41046
094-01055/2.1,0940105521,FBT40356
094-01055/4.7,0940105547,FBT40356
094-01055/5.4,0940105554,FBT40356
094-01057/1.1,0940105711,FBT40362
094-01058/0.2,0940105802,FBT40346
094-01058/1.0,0940105810,FBT40346
094-01061/0.7,0940106107,FBT40356
094-01062/0.6,0940106206,FBT40524
094-01062/1.4,0940106214,FBT40524
094-01062/2.2,0940106222,FBT40524
094-01063/0.5,0940106305,FBT40362
094-01064/0.4,0940106404,FBT40346
094-01064/1.2,0940106412,FBT40346
094-01065/0.3,0940106503,FBT40362
094-01069/0.9,0940106909,FBT41090
094-01071/0.5,0940107105,FBT40346
094-01073/0.3,0940107303,FBT40346
094-01074/1.0,0940107410,FBT40346
094-01074/2.8,0940107428,FBT40346
094-01075/0.1,0940107501,FBT40346
094-01075/1.9,0940107519,FBT40346
094-01075/2.7,0940107527,FBT40346
094-01075/3.5,0940107535,FBT40346
094-01077/0.9,0940107709,FBT40525
094-01077/1.7,0940107717,FBT40525
094-01077/2.5,0940107725,FBT40525
094-01078/0.8,0940107808,FBT40346
094-01078/0.9,0940107809,FBT40346
094-01078/1.6,0940107816,FBT40346
094-01079/0.7,0940107907,FBT40524
094-01081/0.3,0940108103,FBT40356
094-01084/0.0,0940108400,FBT40452
094-01084/1.8,0940108418,FBT40452
094-01085/0.9,0940108509,FBT41090
094-01086/0.8,0940108608,FBT40362
094-01087/0.7,0940108707,FBT40792
094-01088/1.4,0940108814,FBT40792
094-01089/1.3,0940108913,FBT40791
094-01090/0.2,0940109002,FBT40791
094-01092/0.0,0940109200,FBT40814
094-01094/0.8,0940109408,FBT41139
094-01096/0.6,0940109606,FBT40927
094-01098/0.4,0940109804,FBT40927
094-01103/07,0940110307,FBT41309
094-01103/1.5,0940110315,FBT41309
094-02009/0.0,0940200900,FBT41066
094-02009/1.8,0940200918,FBT41149
100 066 20,10006620,FBT40349
100 0911,1000911,FBT40717
1 001 70,100170,FBT40715
100 351 60,10035160,FBT40530
100402,100402,FBT40875
100410,100410,FBT40876
100 427 60,10042760,FBT40613
100 542,100542,FBT40841
100620,100620,FBT40840
100 631,100631,FBT40864
100 633,100633,FBT40922
100660,100660,FBT40680
100701,100701,FBT40788
100767,100767,FBT41230
100887,100887,FBT40680
10089740,10089740,FBT40529
10090620,10090620,FBT40621
10090630,10090630,FBT40622
100911,100911,FBT40717
10091350,10091350,FBT40654
100915,100915,FBT40716
100920,100920,FBT40788
101-21020-04,1012102004,FBT40348
101-214008-11,10121400811,FBT40109
101-214017-03,10121401703,FBT40109
101-214020-04,10121402004,FBT40348
101-214020-04 A,10121402004A,FBT40348
101-220001-07,10122000107,FBT40153
101-220005-01,10122000501,FBT40153
101-220005-01 B,10122000501B,FBT40153
101-220005-03,10122000503,FBT40153
101-220005-03 A,10122000503A,FBT40153
101-220006-04,10122000604,FBT40153
101-220009-04,10122000904,FBT40109
101-228002-01,10122800201,FBT41193
101-228002-06,10122800206,FBT41193
101 590 50,10159050,FBT40632
101 656 50,10165650,FBT40112
101 N 128001-04,101N12800104,FBT41291
102 057 40,10205740,FBT40623
102 390 40,10239040,FBT40529
102 466 60,10246660,FBT40139
102 706 10,10270610,FBT40528
102 706 40,10270640,FBT40528
102 910 90,10291090,FBT40387
103 015 10,10301510,FBT40384
103 194 10,10319410,FBT40528
103 194 B0,103194B0,FBT40528
103 290 10,10329010,FBT40650
103 348 60,10334860,FBT40321
103 348 70,10334870,FBT40504
103 378 20,10337820,FBT40504
103 419 90,10341990,FBT40139
103 420 10,10342010,FBT40139
103 450 90,10345090,FBT40387
103 451 10,10345110,FBT40387
103 473 70,10347370,FBT40420
103 524 90,10352490,FBT40387
103 553 50,10355350,FBT40234
103 553 90,10355390,FBT40183
103 590 70,10359070,FBT40650
103 590 80,10359080,FBT13664
103 595 60,10359560,FBT40564
103 601 10,10360110,FBT40522
103 601 20,10360120,FBT41403
103 644 60,10364460,FBT40472
103 644 70,10364470,FBT40487
103 701 80,10370180,FBT40405
103 726 90,10372690,FBT40955
103 741 30,10374130,FBT40113
103 744 00,10374400,FBT40418
103 773 40,10377340,FBT40955
103 836 70,10383670,FBT40438
103 853 30,10385330,FBT40380
104 038 30,10403830,FBT40806
104 050 50,10405050,FBT40226
104 050 60,10405060,FBT40265
104 061 20,10406120,FBT40528
104 061 60,10406160,FBT40528
104 106 50,10410650,FBT40482
104 106 F0,104106F0,FBT40482
104 417 80,10441780,FBT40504
104 461 80,10446180,FBT40660
104 461 I0,104461I0,FBT40660
104 501 90,10450190,FBT40963
104 511 22,10451122,FBT40768
104 511 60,10451160,FBT40768
104 511 70,10451170,FBT40770
104 511 74,10451174,FBT40770
104 525 20,10452520,FBT40528
104 525 30,10452530,FBT40528
104 525 40,10452540,FBT40667
104 525 E0P 2,104525E0P2,FBT40667
104 586 40,10458640,FBT40342
104 586 50,10458650,FBT40580
104 586 70,10458670,FBT40876
104 627 70,10462770,FBT40395
104 627 80,10462780,FBT40437
104 627 90,10462790,FBT40555
104 710 40,10471040,FBT13729
104 777 80,10477780,FBT40025
104 811 90,10481190,FBT13816
104 871 80,10487180,FBT13503
104 871 90,10487190,FBT13816
104 872 10,10487210,FBT13826
105 009 80,10500980,FBT40951
105 108 70,10510870,FBT40739
105 120 90,10512090,FBT40362
105 121 70,10512170,FBT40730
105 144 20,10514420,FBT13664
105 160 50,10516050,FBT40832
105 160 50 P4,10516050P4,FBT40832
105 163 20,10516320,FBT40992
105 196 10,10519610,FBT40342
105 213 10,10521310,FBT40734
105 290 50,10529050,FBT40601
105 295 80,10529580,FBT40499
105 314 60,10531460,FBT40951
105 319 80,10531980,FBT40731
105 325 10,10532510,FBT40768
105 327 50,10532750,FBT40956
105 327 80,10532780,FBT40234
105 327 90,10532790,FBT40482
105 328 60,10532860,FBT40555
105 328 80,10532880,FBT40660
105 394 30,10539430,FBT40601
105 403 70,10540370,FBT41132
105 411 30,10541130,FBT40667
105 411 80,10541180,FBT40704
105 429 71,10542971,FBT40515
105 466 10,10546610,FBT40811
105 524 50,10552450,FBT40762
105 534 20,10553420,FBT40960
105 550 10,10555010,FBT40839
105 550 10 C,10555010C,FBT40839
105 556 40,10555640,FBT40811
105 595 60,10559560,FBT40564
105 656 70,10565670,FBT41100
105 660 60,10566060,FBT40832
105 677 40,10567740,FBT40732
105 747 60,10574760,FBT40135
105 767 40,10576740,FBT40735
105 880 80,10588080,FBT40951
105 936 30,10593630,FBT40680
105 936 40,10593640,FBT40681
106 001 90,10600190,FBT40811
106 015 30,10601530,FBT40762
106 026 70,10602670,FBT40982
106 086 40,10608640,FBT40832
106 086 50,10608650,FBT40832
106 086 70,10608670,FBT40951
106 086 70-P1,10608670P1,FBT40951
106 086 80,10608680,FBT40811
106 122 80,10612280,FBT40564
106 152 60,10615260,FBT40733
106 378 80,10637880,FBT40743
106 378 90,10637890,FBT40592
106 404 70,10640470,FBT40426
106 404 80,10640480,FBT40426
106 407 50,10640750,FBT40810
106 407 60,10640760,FBT40832
106 416 00,10641600,FBT40734
106 420 60,10642060,FBT40832
106 420 70,10642070,FBT40951
106 474 10,10647410,FBT40950
106 474 40,10647440,FBT40735
106 490 30,10649030,FBT40825
106 490 40,10649040,FBT40826
106 546 90,10654690,FBT41102
106 552 20,10655220,FBT40718
106 583 40,10658340,FBT40736
106 591 70,10659170,FBT40992
106 626 70,10662670,FBT13729
106 646 90,10664690,FBT40818
1066.4690-A,10664690A,FBT40818
106 685 50,10668550,FBT40103
106 699 00,10669900,FBT40725
106 724 30,10672430,FBT40762
106 757 10,10675710,FBT40932
106 770 80,10677080,FBT40784
106 770 80 P1,10677080P1,FBT40784
106 783 60,10678360,FBT40814
106 793 60,10679360,FBT40933
106 839 80,10683980,FBT41007
106 866 70,10686670,FBT40951
106 914 90,10691490,FBT41083
106 959 30,10695930,FBT40762
106 966 60,10696660,FBT40725
106 966 60 P1,10696660P1,FBT40725
1070437140021,1070437140021,FBT40006
107 096 50,10709650,FBT40917
107 097 80,10709780,FBT40762
107 141 90,10714190,FBT40918
107 142 10,10714210,FBT40919
107 142 20,10714220,FBT40920
107 142 30,10714230,FBT41167
107 148 20,10714820,FBT40753
107 148 20 C,10714820C,FBT40753
107 165 90,10716590,FBT40797
107 200 40,10720040,FBT41180
107 202 00,10720200,FBT40736
1072.0294,10720294,FBT41034
1072.0294 A,10720294A,FBT41034
1072.0294 P,10720294P,FBT41034
1072.0443,10720443,FBT43073
107 272 90,10727290,FBT41362
107 312 50,10731250,FBT41020
107 321 40,10732140,FBT41025
107 371 30,10737130,FBT40945
107 371 40,10737140,FBT41007
107 371 50,10737150,FBT40944
107 371 60,10737160,FBT41003
107 371 70,10737170,FBT40936
107 372 90,10737290,FBT40784
107 383 20,10738320,FBT41020
107 383 20 P1,10738320P1,FBT41020
107 431 90,10743190,FBT41179
107 488 20,10748820,FBT41008
107 500 20,10750020,FBT40916
107 501 60,10750160,FBT40601
107 505 20,10750520,FBT40916
107 505 30,10750530,FBT40946
107 564 80,10756480,FBT41009
107 599 60,10759960,FBT41059
107 630 10,10763010,FBT41309
107 630 20,10763020,FBT40894
107 687 50,10768750,FBT41020
107 710 60,10771060,FBT41077
107 758 30,10775830,FBT40950
107 824 40,10782440,FBT40784
107 824 50,10782450,FBT40753
107 844 30,10784430,FBT41165
107 865 20,10786520,FBT41074
107 977 90,10797790,FBT41059
107 996 30,10799630,FBT41009
107 996 70,10799670,FBT41165
108 060 30,10806030,FBT40753
1082.0111,10820111,FBT41289
1082.0111 A,10820111A,FBT41289
1082.0111 B,10820111B,FBT41289
108 235 70,10823570,FBT41169
108 258 50,10825850,FBT41166
108 290 30,10829030,FBT41168
108 291 80,10829180,FBT40950
108 30900,10830900,FBT40704
108 30970,10830970,FBT40762
108 30971,10830971,FBT40762
108 30972,10830972,FBT40762
108 30991,10830991,FBT40762
10831082,10831082,FBT41020
10831083,10831083,FBT41020
108 31260,10831260,FBT40057
108 31442,10831442,FBT40322
108 31640,10831640,FBT40765
108 31650,10831650,FBT40563
108 31660,10831660,FBT40925
108 31670,10831670,FBT40760
108 367 80,10836780,FBT41317
108 458 60,10845860,FBT41082
108 458 60-P1,10845860P1,FBT41082
108 499 80,10849980,FBT41092
108 499 90,10849990,FBT40784
108 500 10,10850010,FBT40753
108 547 80,10854780,FBT41169
108 551 10,10855110,FBT40932
108 551 20,10855120,FBT41166
108 555 50,10855550,FBT41315
108 62920,10862920,FBT13830
108 889 90,10888990,FBT41375
108 890 10,10889010,FBT41376
10922200,10922200,FBT13505
110 059 18,11005918,FBT40024
11010223191000,11010223191000,FBT40429
11010228202000,11010228202000,FBT40742
11010231012000,11010231012000,FBT40745
11020116111000,11020116111000,FBT40341
11020133292114,11020133292114,FBT40750
11020134281000,11020134281000,FBT40481
11020134300000,11020134300000,FBT40537
11020925181000,11020925181000,FBT40409
11020926251000,11020926251000,FBT40977
11030101040000,11030101040000,FBT40762
11030101292000,11030101292000,FBT40704
11030133040000,11030133040000,FBT40751
11030135091000,11030135091000,FBT40861
11030135410000,11030135410000,FBT40860
11030238382000,11030238382000,FBT40871
11030239042000,11030239042000,FBT40986
11030239292000,11030239292000,FBT40970
11030935091000,11030935091000,FBT40861
11030935351136,11030935351136,FBT40860
11030935351209,11030935351209,FBT40860
11030936351000,11030936351000,FBT40828
11030936351136,11030936351136,FBT40828
11030939002000,11030939002000,FBT40970
11030939042000,11030939042000,FBT40986
11030941271137,11030941271137,FBT41099
11030941463137,11030941463137,FBT41157
11040102091135,11040102091135,FBT40780
11040102301000,11040102301000,FBT40537
11040102301136,11040102301136,FBT40911
11040102331136,11040102331136,FBT40828
11040932271000,11040932271000,FBT40949
1105.0065,11050065,FBT13756
1105.0067,11050067,FBT13756
1105.0117 A,11050117A,FBT41364
1105.0207,11050207,FBT41040
1105.0277,11050277,FBT13775
1105.0277 C,11050277C,FBT13775
1105.0280,11050280,FBT13775
1105.0300,11050300,FBT13756
1105.0307,11050307,FBT13756
1105.0307 D,11050307D,FBT13756
1105.0317,11050317,FBT13786
1105.0340,11050340,FBT13786
1105.0347,11050347,FBT13786
1105.0347 C,11050347C,FBT13786
1105.0377,11050377,FBT13995
1105.0427,11050427,FBT41040
1105.0465,11050465,FBT40046
1105.0487,11050487,FBT41040
1105.0527,11050527,FBT13721
1105.0557,11050557,FBT41040
1105.0607,11050607,FBT13793
1105.0628,11050628,FBT13842
1105.0637 C,11050637C,FBT13792
1105.0647,11050647,FBT13794
1105.0677,11050677,FBT41048
1105.0775,11050775,FBT40019
1105.0826,11050826,FBT13830
1105.0878,11050878,FBT13981
1105.0897,11050897,FBT13793
1105.1027,11051027,FBT40037
1105.1035,11051035,FBT40046
1105.1117,11051117,FBT13758
1105.1148,11051148,FBT13823
1105.1168,11051168,FBT13823
1105.1168 B,11051168B,FBT13823
1105.1217,11051217,FBT40531
1105.1227,11051227,FBT40384
1105.1237,11051237,FBT40424
1105.1257,11051257,FBT40002
1105.1267,11051267,FBT13758
1105.1287,11051287,FBT40003
1105.1327,11051327,FBT40504
1105.1327 A,11051327A,FBT40504
1105.1337,11051337,FBT13505
1105.1337 A,11051337A,FBT13505
1105.1347,11051347,FBT40139
1105.1357,11051357,FBT40368
1105.1387,11051387,FBT40115
1105.1387 A,11051387A,FBT40115
1105.1397,11051397,FBT40361
1105.1397 A,11051397A,FBT40361
1105.1407,11051407,FBT40982
110 819 10,11081910,FBT40024
111 873 6,1118736,FBT40862
1119358,1119358,FBT40950
1120495,1120495,FBT41097
1131.0157,11310157,FBT13616
1132.0017,11320017,FBT40019
1132.0027,11320027,FBT40162
1132.0037,11320037,FBT40026
1132.0047,11320047,FBT40019
1132.0137,11320137,FBT40019
1132.0167,11320167,FBT40103
1132.0177,11320177,FBT40019
1132.0185,11320185,FBT40026
1132.0197,11320197,FBT40019
1132.0207,11320207,FBT13849
1142.0015,11420015,FBT40021
1142.0055,11420055,FBT40112
1142.0055 D,11420055D,FBT40112
1142.0065,11420065,FBT40113
1142.0065 C,11420065C,FBT40113
1142.0075,11420075,FBT13830
1142.0075 A,11420075A,FBT13830
1142.0075 C,11420075C,FBT13830
1142.0095,11420095,FBT40103
1142.0105,11420105,FBT40425
1142.0145,11420145,FBT13830
1142.0145 A,11420145A,FBT13830
1142.0145 B,11420145B,FBT13830
1142.0175,11420175,FBT40115
1142.0175 A,11420175A,FBT40115
1142.0185,11420185,FBT40057
1142.0185 C,11420185C,FBT40057
1142.0205,11420205,FBT40421
1142.0215,11420215,FBT41049
1142.0225,11420225,FBT13903
1142.0265,11420265,FBT40424
1142.0275,11420275,FBT13830
1142.0305,11420305,FBT40020
1142.0305 B,11420305B,FBT40020
1142.0415,11420415,FBT40418
1142.0445 C,11420445C,FBT40117
1142.0465,11420465,FBT40391
1142.0465 A,11420465A,FBT40391
1142.0475,11420475,FBT40384
1142.0495,11420495,FBT40369
1142.0505,11420505,FBT40380
1142.0515,11420515,FBT40425
1142.0545,11420545,FBT40380
1142.0545 B,11420545B,FBT40380
1142.0545 C,11420545C,FBT40380
1142.0565,11420565,FBT40362
1142.0565 A,11420565A,FBT40362
1142.0575,11420575,FBT40384
1142.0575 C,11420575C,FBT40384
1142.0585,11420585,FBT40153
1142.0615,11420615,FBT13830
1142.0635,11420635,FBT41039
1142.0635 B,11420635B,FBT41039
1142.0635 C,11420635C,FBT41039
1142.0665,11420665,FBT40422
1142.0705,11420705,FBT13505
1142.0725,11420725,FBT40227
1142.0725 C,11420725C,FBT40227
1142.0735,11420735,FBT41039
1142.0755,11420755,FBT40424
1142.0755 C,11420755C,FBT40580
1142.0765,11420765,FBT13830
1142.0815,11420815,FBT40354
1142.0815 A,11420815A,FBT40354
1142.0815 C,11420815C,FBT40354
1142.0835,11420835,FBT40112
1142.0845,11420845,FBT40504
1142.0845 C,11420845C,FBT40504
1142.0905,11420905,FBT41128
1142.0955,11420955,FBT41142
1142.0955 B,11420955B,FBT41142
1142.0975,11420975,FBT40504
1142.0975 C,11420975C,FBT40504
1142.0979,11420979,FBT40504
1142.1015,11421015,FBT40195
1142.1045,11421045,FBT40532
1142.1075,11421075,FBT40139
1142.1085,11421085,FBT40139
1142.1095,11421095,FBT40532
1142.1095 A,11421095A,FBT40532
1142.1135,11421135,FBT40421
1142.1145,11421145,FBT40428
1142.1145 A,11421145A,FBT40428
1142.1155,11421155,FBT40424
1142.1175,11421175,FBT40426
1142.1175 B,11421175B,FBT40426
1142.1195,11421195,FBT40423
1142.1225,11421225,FBT40429
1142.1225 C,11421225C,FBT40429
1142.1235,11421235,FBT40422
1142.1245,11421245,FBT40742
1142.1245 A,11421245A,FBT40742
1142.1395,11421395,FBT43410
1142.1415,11421415,FBT40516
1142.1425,11421425,FBT43413
1142.1475,11421475,FBT40040
1142.1485,11421485,FBT13830
1142.1485 A,11421485A,FBT13830
1142.1495,11421495,FBT40263
1142.1515,11421515,FBT40982
1142.15152,114215152,FBT40982
1142.1525,11421525,FBT40517
1142.1535,11421535,FBT40426
